,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
23752,5145812,f,0,0,1,99000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,36,15,0,18,1
14470,5091049,f,0,1,2,270000,commercial_associate,higher_education,married,house,1,0,0,1,secretaries,4,43,7,0,15,1
1450,5021463,f,1,0,1,225000,working,higher_education,civil_marriage,house,1,0,0,0,core_staff,3,32,3,0,21,1
1369,5021315,m,0,1,0,270000,working,secondary,married,house,1,0,0,0,laborers,2,47,1,0,3,1
11108,5067409,f,0,1,0,157500,commercial_associate,secondary,single,house,1,1,1,0,laborers,1,50,2,0,27,1
4949,5035482,m,1,1,1,225000,working,higher_education,married,house,1,0,0,0,core_staff,3,37,14,0,19,1
7077,5046452,m,1,0,1,405000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,34,2,0,6,1
21756,5132962,f,0,1,1,157500,state_servant,secondary,single,house,1,0,0,0,waiters,2,35,4,0,1,1
10518,5065660,m,1,1,0,180000,working,secondary,single,house,1,1,1,0,laborers,1,53,2,0,10,1
10779,5066823,f,1,0,1,360000,working,higher_education,widow,house,1,0,0,1,managers,2,46,12,0,33,1
8471,5053462,m,1,1,0,369000,working,secondary,married,house,1,0,0,0,drivers,2,47,4,0,27,1
10295,5062735,m,1,1,0,270000,working,secondary,single,house,1,0,0,0,laborers,1,27,4,0,11,1
17422,5106042,m,1,0,2,270000,working,secondary,married,house,1,0,0,0,core_staff,4,42,9,0,7,1
23278,5142890,f,0,0,0,247500,working,secondary,married,house,1,1,0,0,laborers,2,42,2,0,10,1
20510,5118598,m,1,0,0,315000,commercial_associate,secondary,married,house,1,1,0,0,managers,2,47,15,0,11,1
2298,5023034,m,0,1,0,112500,working,secondary,married,house,1,1,0,0,laborers,2,49,5,0,13,1
23369,5143040,f,0,0,0,135000,state_servant,higher_education,single,house,1,1,0,0,accountants,1,29,4,0,39,1
1435,5021442,m,0,1,1,135000,working,secondary,married,house,1,0,0,0,drivers,3,27,4,0,3,1
7528,5048401,f,0,1,0,360000,commercial_associate,higher_education,separated,house,1,0,1,0,private_service_staff,1,50,8,0,18,1
5294,5036737,f,0,1,2,225000,working,incomplete_higher,civil_marriage,house,1,0,0,0,managers,4,38,2,0,13,1
7024,5046333,f,1,1,1,112500,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,37,7,1,23,1
21189,5126194,m,0,0,0,270000,working,secondary,civil_marriage,house,1,1,0,0,cooking_staff,2,57,2,0,9,1
8643,5053732,f,0,1,0,103500,state_servant,secondary,widow,house,1,0,1,0,core_staff,1,49,24,0,14,1
22443,5137395,m,0,0,1,180000,commercial_associate,lower_secondary,married,house,1,1,0,0,laborers,3,30,7,0,27,1
1196,5010930,f,1,1,2,270000,working,secondary,civil_marriage,house,1,0,0,1,core_staff,4,35,2,0,4,1
20795,5125553,f,0,0,0,94500,working,secondary,single,house,1,1,0,0,laborers,1,43,2,0,49,1
20948,5125830,m,1,1,0,360000,commercial_associate,secondary,married,house,1,0,1,0,laborers,2,32,12,6,40,1
24374,5149001,m,1,1,1,270000,commercial_associate,higher_education,married,house,1,0,0,1,managers,3,44,6,3,29,1
7958,5051046,m,1,0,0,67500,working,secondary,married,house,1,0,0,0,laborers,2,62,6,1,16,1
2290,5023008,f,0,0,0,157500,working,secondary,married,house,1,0,0,0,sales_staff,2,38,6,0,13,1
16745,5100459,f,0,1,2,270000,working,secondary,married,house,1,0,0,0,medicine_staff,4,41,8,0,35,1
11269,5067742,f,1,1,1,135000,working,higher_education,married,house,1,0,1,0,high_skill_tech_staff,3,26,4,0,13,1
2268,5022951,m,0,1,0,135000,working,incomplete_higher,single,with_parents,1,0,0,0,cooking_staff,1,23,2,0,13,1
15668,5095724,m,1,0,1,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,26,4,0,21,1
8213,5052890,m,1,1,1,382500,working,higher_education,married,house,1,0,0,0,managers,3,45,8,0,55,1
11110,5067412,m,1,1,0,225000,commercial_associate,secondary,married,house,1,0,0,1,managers,2,33,11,1,12,1
11858,5068753,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,security_staff,2,49,7,0,24,1
848,5010321,m,0,0,0,135000,commercial_associate,higher_education,married,house,1,0,0,1,cooking_staff,2,26,1,0,3,1
12566,5079010,m,1,1,2,270000,commercial_associate,incomplete_higher,married,house,1,0,1,0,managers,4,42,4,0,53,1
23930,5146234,f,0,1,0,157500,working,higher_education,civil_marriage,with_parents,1,0,0,0,accountants,2,23,2,0,8,1
18755,5115435,m,1,1,0,360000,working,secondary,married,house,1,0,0,0,drivers,2,48,9,1,23,1
3597,5026188,m,1,1,0,270000,commercial_associate,secondary,married,house,1,1,0,0,laborers,2,50,3,0,19,1
13081,5087972,m,0,1,0,99000,working,higher_education,married,co-op_apartment,1,0,0,0,managers,2,28,2,0,3,1
20075,5117773,f,1,0,0,144000,working,secondary,widow,house,1,0,0,0,hr_staff,1,40,4,1,19,1
14324,5090777,f,1,1,2,1125000,commercial_associate,higher_education,married,house,1,1,1,0,managers,4,40,8,0,19,1
20195,5118051,f,1,1,1,180000,working,higher_education,married,house,1,0,0,0,managers,3,42,1,0,3,1
3806,5028341,f,1,0,1,225000,working,higher_education,single,with_parents,1,0,0,0,laborers,2,38,15,0,23,1
18494,5114183,m,0,0,0,135000,working,secondary,single,house,1,1,0,0,laborers,1,23,3,0,9,1
5830,5041212,f,0,1,0,180000,working,higher_education,widow,house,1,0,0,0,secretaries,1,64,6,0,9,1
13406,5089040,f,1,0,0,225000,working,secondary,widow,house,1,1,0,0,laborers,1,35,2,0,18,1
22854,5142171,m,0,1,0,315000,working,secondary,married,house,1,0,0,0,laborers,2,36,12,0,5,1
19283,5116402,f,0,1,0,180000,working,higher_education,single,house,1,0,0,0,medicine_staff,1,49,11,2,27,1
15686,5095768,f,1,0,0,225000,working,secondary,widow,house,1,0,0,0,sales_staff,1,40,2,0,6,1
5680,5038778,f,0,1,0,81000,state_servant,higher_education,widow,house,1,0,0,0,high_skill_tech_staff,1,54,19,0,8,1
16393,5099763,f,0,1,1,135000,working,secondary,married,house,1,1,1,0,laborers,3,28,9,0,12,1
9977,5062096,m,1,1,0,67500,working,secondary,married,house,1,0,0,0,drivers,2,53,9,0,56,1
20928,5125804,f,0,1,0,270000,working,secondary,separated,house,1,0,0,1,laborers,1,51,6,0,5,1
24544,5149320,f,1,1,1,180000,working,higher_education,separated,house,1,0,0,0,managers,2,52,17,0,12,1
10308,5062756,f,0,0,0,112500,working,secondary,single,house,1,0,0,0,core_staff,1,32,1,0,21,1
5119,5036254,f,0,1,2,225000,working,higher_education,married,co-op_apartment,1,0,0,0,laborers,4,43,1,0,2,1
19728,5117234,m,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,38,20,0,13,1
5510,5037252,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,medicine_staff,2,46,1,0,25,1
20198,5118054,f,1,1,1,180000,working,higher_education,married,house,1,0,0,0,managers,3,42,1,0,9,1
17624,5112621,f,0,1,2,112500,working,secondary,married,house,1,0,1,0,cooking_staff,4,38,1,0,17,1
8307,5053128,m,1,1,1,234000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,32,10,0,36,1
11424,5068048,f,0,1,1,180000,working,secondary,married,house,1,0,0,0,accountants,3,55,29,0,12,1
5341,5036848,f,0,1,1,135000,working,secondary,civil_marriage,house,1,0,0,0,laborers,3,37,4,0,2,1
16111,5096615,f,0,0,1,99000,commercial_associate,secondary,married,with_parents,1,0,0,0,medicine_staff,3,27,3,1,9,1
3523,5025938,f,0,1,0,130500,working,secondary,married,house,1,0,0,0,core_staff,2,38,16,0,6,1
12483,5078869,f,0,0,2,135000,working,secondary,married,with_parents,1,0,0,0,core_staff,4,31,5,0,11,1
3133,5024641,f,1,1,0,180000,commercial_associate,higher_education,married,house,1,0,0,0,managers,2,28,5,0,51,1
18727,5114647,m,0,0,0,247500,commercial_associate,secondary,married,rented_apartment,1,0,0,1,security_staff,2,52,5,4,45,1
5533,5037302,f,0,1,0,135000,commercial_associate,secondary,married,house,1,1,1,0,managers,2,53,14,0,13,1
16352,5097184,m,1,1,1,202500,working,secondary,married,house,1,1,1,0,laborers,3,53,2,0,41,1
22891,5142224,f,0,1,1,112500,working,secondary,married,house,1,0,0,0,core_staff,3,27,3,0,36,1
16630,5100230,f,0,1,0,135000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,laborers,2,48,19,0,38,1
20298,5118253,m,1,0,1,202500,working,secondary,married,house,1,1,1,0,laborers,3,39,17,0,37,1
10590,5065815,f,0,1,0,112500,working,secondary,single,house,1,1,0,0,cooking_staff,1,53,27,0,24,1
22575,5139393,m,0,1,0,247500,commercial_associate,higher_education,civil_marriage,house,1,0,0,0,core_staff,2,44,2,0,12,1
2070,5022652,m,1,1,1,135000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,33,1,0,35,1
1420,5021419,f,0,1,0,270000,working,secondary,married,house,1,1,1,0,private_service_staff,2,55,11,0,61,1
12019,5069007,m,1,1,0,337500,working,higher_education,married,with_parents,1,0,0,0,laborers,2,30,4,0,27,1
22376,5137287,f,0,0,0,405000,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,38,1,0,54,1
17782,5112956,m,1,1,0,270000,working,higher_education,married,house,1,1,1,1,accountants,2,47,3,0,43,1
15305,5094867,f,0,1,0,81000,working,secondary,separated,house,1,1,1,0,laborers,1,42,5,0,37,1
6694,5045637,m,1,1,1,139500,working,secondary,married,house,1,1,0,0,laborers,3,40,16,0,3,1
23967,5146302,m,0,1,0,270000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,47,2,1,1,0
14659,5091375,m,1,1,0,247500,working,secondary,married,house,1,1,1,0,drivers,2,43,4,0,29,1
13222,5088670,m,1,1,0,225000,commercial_associate,higher_education,single,house,1,0,0,0,core_staff,1,26,5,0,4,1
12523,5078934,f,0,0,0,135000,working,incomplete_higher,married,house,1,0,1,0,accountants,2,30,6,0,2,1
20431,5118461,f,1,0,1,135000,state_servant,secondary,civil_marriage,house,1,1,0,0,core_staff,3,28,6,0,36,1
3595,5026180,m,1,1,0,135000,working,secondary,married,house,1,1,0,0,laborers,2,53,22,0,3,1
6082,5041799,f,0,0,0,211500,working,secondary,married,house,1,0,0,0,cleaning_staff,2,44,1,0,17,1
12082,5069113,m,0,1,0,135000,working,secondary,single,house,1,0,0,0,sales_staff,1,23,2,0,4,1
793,5010206,m,1,1,0,135000,working,lower_secondary,married,with_parents,1,0,0,1,laborers,2,28,6,0,9,1
22374,5137285,f,0,0,0,405000,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,38,1,0,40,1
5190,5036503,f,1,0,1,450000,working,higher_education,single,house,1,0,1,0,managers,2,31,4,0,7,1
13226,5088683,m,1,1,0,184500,commercial_associate,secondary,married,with_parents,1,0,0,0,security_staff,2,55,2,0,13,1
21711,5132848,f,0,1,0,112500,state_servant,secondary,married,house,1,0,0,1,medicine_staff,2,48,11,0,9,1
23411,5143085,f,1,0,0,225000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,39,2,0,9,1
14524,5091165,f,1,1,0,256500,commercial_associate,secondary,married,house,1,0,0,1,core_staff,2,38,3,0,21,1
18387,5113970,m,1,0,1,360000,commercial_associate,secondary,married,house,1,1,0,0,managers,3,46,11,0,31,1
20119,5117868,f,0,0,0,157500,commercial_associate,secondary,married,house,1,0,0,0,core_staff,2,48,9,6,28,1
2722,5023916,m,1,0,1,225000,working,secondary,civil_marriage,house,1,0,0,0,managers,3,45,8,0,31,1
13928,5089967,m,0,0,0,135000,working,secondary,single,house,1,0,0,0,cooking_staff,1,26,3,0,5,1
17438,5106063,m,1,0,0,261000,state_servant,higher_education,married,municipal_apartment,1,0,0,0,core_staff,2,31,8,0,21,1
5456,5037109,m,0,0,0,202500,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,51,10,0,59,1
24448,5149162,m,1,1,0,247500,working,secondary,married,house,1,1,0,0,laborers,2,30,10,0,43,1
21053,5126001,m,1,1,2,171000,working,secondary,married,house,1,0,0,0,core_staff,4,37,4,1,11,1
22501,5137482,f,0,0,1,157500,working,higher_education,married,house,1,0,1,0,accountants,3,38,8,0,9,1
20691,5125356,m,1,0,0,135000,working,secondary,married,house,1,0,0,0,drivers,2,34,1,0,6,1
23432,5143136,f,0,0,0,180000,working,secondary,single,with_parents,1,0,0,0,sales_staff,1,29,4,0,14,1
24042,5146474,f,1,1,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,0,0,sales_staff,2,39,11,0,16,1
11703,5068526,f,0,1,0,135000,working,secondary,single,house,1,0,0,1,laborers,1,34,2,0,28,1
23837,5146027,f,0,1,0,360000,commercial_associate,higher_education,married,house,1,0,1,0,core_staff,2,31,11,0,48,1
1384,5021334,f,0,1,0,90000,state_servant,higher_education,married,house,1,0,0,0,cooking_staff,2,49,11,0,30,1
22770,5140120,f,1,1,0,126000,working,secondary,single,house,1,0,0,0,core_staff,1,51,6,0,11,1
23896,5146142,m,0,1,0,135000,commercial_associate,higher_education,married,house,1,0,0,0,managers,2,51,12,1,12,1
24870,5149846,m,1,1,1,360000,working,higher_education,married,house,1,0,0,0,managers,3,45,3,0,2,1
875,5010396,f,1,1,1,225000,working,higher_education,married,house,1,1,1,0,high_skill_tech_staff,3,39,5,1,9,1
19248,5116347,m,1,1,1,225000,state_servant,secondary,married,house,1,1,0,0,laborers,3,33,11,0,58,1
23685,5143613,m,1,1,0,157500,commercial_associate,secondary,married,house,1,0,1,0,sales_staff,2,25,1,0,9,1
25049,5150221,m,1,1,0,116100,working,secondary,married,house,1,0,0,0,laborers,2,28,7,0,23,1
4978,5035630,m,1,1,0,337500,working,higher_education,married,house,1,0,0,0,managers,2,50,19,0,20,1
2065,5022644,m,1,1,1,135000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,33,1,0,10,1
16723,5100417,m,0,1,0,225000,working,secondary,married,house,1,0,0,0,laborers,2,33,13,0,27,1
14014,5090137,f,0,1,1,337500,working,secondary,married,house,1,0,0,1,core_staff,3,36,10,0,12,1
1784,5022114,m,1,1,1,135000,working,higher_education,married,house,1,0,0,0,core_staff,3,27,1,0,7,1
16600,5100167,f,0,1,0,76500,working,secondary,married,house,1,1,1,0,waiters,2,43,1,5,3,0
6505,5045166,f,1,1,2,126000,working,incomplete_higher,married,house,1,0,1,0,core_staff,4,32,1,0,41,1
4470,5029579,m,1,1,0,202500,working,secondary,civil_marriage,house,1,0,0,1,drivers,2,44,6,0,30,1
7095,5046489,f,1,0,2,135000,commercial_associate,secondary,separated,house,1,0,0,0,security_staff,3,30,5,0,6,1
17214,5105708,f,0,1,0,180000,working,secondary,married,house,1,0,0,0,laborers,2,38,9,0,30,1
9651,5061333,f,1,1,1,135000,commercial_associate,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,37,4,0,18,1
12469,5078853,m,1,1,0,135000,working,higher_education,civil_marriage,house,1,1,1,0,laborers,2,53,2,0,30,1
5504,5037241,f,1,1,0,247500,working,higher_education,married,house,1,0,1,0,core_staff,2,39,11,0,4,1
5322,5036797,m,1,0,1,225000,commercial_associate,secondary,married,house,1,0,0,0,managers,3,46,7,3,37,1
17126,5105573,f,0,1,0,90000,working,secondary,single,house,1,0,1,0,laborers,1,38,3,0,8,1
21378,5126553,f,1,0,2,135000,state_servant,higher_education,married,house,1,1,0,0,core_staff,4,37,7,0,15,1
16876,5105103,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,30,9,0,28,1
4491,5029616,f,0,1,0,135000,working,secondary,married,house,1,0,0,0,waiters,2,44,3,0,22,1
4372,5029397,m,1,1,0,135000,working,higher_education,married,house,1,1,0,0,sales_staff,2,28,3,0,3,1
21430,5126670,f,0,1,0,351000,state_servant,secondary,single,house,1,0,0,0,medicine_staff,1,48,12,2,22,1
17349,5105943,m,1,0,1,202500,working,secondary,married,house,1,0,0,1,drivers,3,44,14,0,8,1
1389,5021344,m,0,1,0,112500,working,secondary,civil_marriage,house,1,0,0,0,laborers,2,41,5,0,12,1
15061,5092031,f,0,1,2,360000,working,secondary,separated,house,1,0,0,0,medicine_staff,3,41,14,0,7,1
17213,5105707,f,1,0,0,225000,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,34,2,0,17,1
2810,5024051,f,0,1,1,108000,working,secondary,married,house,1,0,1,0,sales_staff,3,36,4,0,3,1
10856,5066977,m,1,0,0,119250,working,secondary,civil_marriage,house,1,0,0,1,drivers,2,49,2,0,11,1
12727,5085654,f,0,0,0,135000,working,secondary,single,rented_apartment,1,0,0,0,laborers,1,38,4,0,17,1
9496,5058515,f,0,0,0,81000,working,secondary,married,house,1,0,1,0,drivers,2,54,29,0,38,1
14573,5091239,f,1,0,0,112500,working,secondary,married,house,1,0,0,0,medicine_staff,2,45,5,0,34,1
11616,5068381,f,0,1,1,126000,working,higher_education,married,house,1,1,1,1,sales_staff,3,35,4,0,3,1
9115,5054568,f,1,1,2,135000,state_servant,secondary,married,house,1,0,0,0,sales_staff,4,41,15,0,25,1
18815,5115545,f,0,1,1,135000,working,secondary,married,house,1,0,0,0,laborers,3,41,14,0,33,1
1522,5021585,f,0,0,1,40500,state_servant,secondary,married,rented_apartment,1,0,0,0,cooking_staff,3,36,6,0,6,1
18482,5114135,f,0,0,0,135000,state_servant,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,58,11,0,19,1
12701,5079294,f,0,1,0,117000,working,secondary,married,house,1,0,0,0,laborers,2,26,3,0,2,1
9509,5058550,f,0,1,0,135000,working,higher_education,single,house,1,0,0,0,managers,1,55,11,0,6,1
18493,5114167,m,0,0,2,112500,working,higher_education,married,with_parents,1,1,1,0,laborers,4,40,4,1,22,1
8885,5054167,f,0,0,1,67500,working,secondary,married,house,1,0,1,0,sales_staff,3,31,1,0,7,1
11861,5068756,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,security_staff,2,49,7,0,24,1
1207,5010952,f,1,1,1,270000,commercial_associate,secondary,married,house,1,0,0,0,managers,3,38,8,0,27,1
22673,5139823,m,0,1,0,108000,working,secondary,married,house,1,1,1,0,laborers,2,44,21,0,9,1
14730,5091506,f,0,0,0,135000,working,secondary,married,house,1,0,0,0,core_staff,2,52,6,0,33,1
15812,5096011,m,0,0,1,270000,working,secondary,married,house,1,1,0,0,managers,3,28,2,0,12,1
12935,5086043,f,1,1,2,112500,working,higher_education,married,house,1,0,0,0,high_skill_tech_staff,4,39,8,0,22,1
5289,5036726,f,1,1,2,117000,working,secondary,married,house,1,0,0,0,laborers,4,37,14,0,29,1
16907,5105140,f,0,1,0,112500,working,secondary,single,house,1,0,0,0,laborers,1,28,3,0,15,1
5789,5041128,f,0,1,0,225000,commercial_associate,higher_education,single,house,1,0,0,0,core_staff,1,47,2,0,4,1
2033,5022595,f,0,1,1,144000,working,higher_education,civil_marriage,house,1,1,1,1,secretaries,3,37,1,0,10,1
13577,5089325,f,0,0,0,72000,working,secondary,single,house,1,1,1,0,sales_staff,1,31,1,0,10,1
20321,5118293,f,0,0,2,139500,working,incomplete_higher,married,with_parents,1,1,1,0,core_staff,4,37,9,2,24,1
16877,5105104,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,30,9,0,16,1
9103,5054543,m,0,1,1,202500,commercial_associate,secondary,married,house,1,0,0,0,drivers,3,45,3,0,6,1
4619,5033412,m,1,1,0,270000,state_servant,secondary,married,house,1,1,0,0,managers,2,43,17,0,28,1
4373,5029402,m,0,0,0,135000,working,higher_education,single,with_parents,1,0,1,0,laborers,1,32,2,0,2,1
16655,5100302,m,0,1,1,135000,working,secondary,single,house,1,1,0,0,low-skill_laborers,2,39,3,0,7,1
19834,5117398,m,0,0,0,180000,commercial_associate,secondary,single,house,1,0,0,0,laborers,1,27,6,0,13,1
22982,5142382,m,1,0,0,112500,working,secondary,civil_marriage,with_parents,1,1,0,0,core_staff,2,24,2,0,4,1
3670,5026494,f,0,1,1,225000,commercial_associate,higher_education,married,house,1,0,1,0,managers,3,44,8,0,10,1
21716,5132853,f,0,1,0,112500,state_servant,secondary,married,house,1,0,0,1,medicine_staff,2,48,11,0,9,1
11671,5068476,m,1,0,1,229500,state_servant,secondary,married,house,1,0,0,0,managers,3,60,12,0,23,1
7135,5046551,f,0,1,0,90000,working,higher_education,separated,house,1,1,1,0,laborers,1,50,2,0,50,1
5872,5041386,f,1,1,0,135000,working,secondary,married,with_parents,1,0,0,0,core_staff,2,42,18,0,17,1
1738,5021993,m,1,1,0,135000,working,higher_education,married,house,1,0,0,0,sales_staff,2,26,3,0,5,1
3560,5026119,m,1,1,0,225000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,45,20,0,29,1
894,5010431,f,1,0,1,180000,working,secondary,married,house,1,0,0,0,sales_staff,3,31,1,0,8,1
3613,5026235,f,1,0,0,225000,commercial_associate,secondary,married,house,1,0,1,0,sales_staff,2,42,8,0,2,1
19279,5116397,f,0,1,0,180000,working,higher_education,single,house,1,0,0,0,medicine_staff,1,49,11,0,13,1
20830,5125621,m,1,1,0,112500,working,secondary,married,house,1,0,0,0,laborers,2,52,13,0,8,1
22346,5137241,f,0,0,0,90000,working,secondary,married,house,1,1,1,0,secretaries,2,48,9,1,25,1
16218,5096888,m,1,0,0,270000,commercial_associate,incomplete_higher,married,house,1,0,1,0,drivers,2,50,14,0,46,1
2798,5024037,f,0,0,0,135000,working,secondary,married,house,1,0,0,0,sales_staff,2,43,2,0,7,1
22552,5139315,m,1,1,0,180000,state_servant,higher_education,married,house,1,0,0,0,high_skill_tech_staff,2,28,2,0,5,1
5676,5038774,f,0,1,0,81000,state_servant,higher_education,widow,house,1,0,0,0,high_skill_tech_staff,1,54,19,0,56,1
